lam,mu,method,ndcg@k,recall@k,category_coverage,exposure_parity,intra_list_sim,catalogue_coverage,gini,iif,aif,ibo,seconds,kwh,co2_kg,energy_measured
0.0,0.0,qubo_sa,0.9375693090477779,,0.6466666666666666,0.8879999999999998,0.2680214885682364,0.7833333333333333,0.5377333333333333,,,,7.047140500000751,,,False
0.0,0.0,qubo_tabu,1.0,,0.5333333333333333,1.0773333333333333,0.33363575510810806,0.6,0.6472,,,,5.411284300000261,,,False
0.0,0.0,qubo_feasible,1.0,,0.5333333333333333,1.0773333333333333,0.33363575510810806,0.6,0.6472,,,,3.3953688999990845,,,False
0.0,1.0,qubo_sa,0.8522457847643559,,1.0,0.26666666666666666,0.15552755158307327,0.9833333333333333,0.2644,,,,6.956600700001218,,,False
0.0,1.0,qubo_tabu,0.9068173505156264,,1.0,0.26666666666666666,0.15505333734797164,0.9833333333333333,0.25226666666666664,,,,5.424426999999923,,,False
0.0,1.0,qubo_feasible,0.8861833056830486,,1.0,0.26666666666666666,0.15422030954298085,1.0,0.27946666666666664,,,,4.046614599999884,,,False
0.0,4.0,qubo_sa,0.8574811578642403,,1.0,0.23903030303030304,0.15545188867097467,0.9833333333333333,0.25364583333333335,,,,7.127874300000258,,,False
0.0,4.0,qubo_tabu,0.9062802707181582,,1.0,0.26666666666666666,0.15399077518866108,0.9833333333333333,0.2828,,,,5.441978499999095,,,False
0.0,4.0,qubo_feasible,0.8630955889259988,,1.0,0.26666666666666666,0.15356506671180065,0.9833333333333333,0.2638666666666667,,,,4.280496700001095,,,False
1.0,0.0,qubo_sa,0.7448394353150983,,0.9933333333333334,0.296,0.15083468454210575,0.9666666666666667,0.2886666666666667,,,,7.524769699999524,,,False
1.0,0.0,qubo_tabu,0.8510409286658707,,1.0,0.26666666666666666,0.1312085252342749,0.9666666666666667,0.2984,,,,5.569657899999584,,,False
1.0,0.0,qubo_feasible,0.8585228521739401,,1.0,0.26666666666666666,0.13309169546175278,0.9833333333333333,0.2696,,,,3.9456394000008004,,,False
1.0,1.0,qubo_sa,0.7361064491150909,,1.0,0.2666666666666666,0.1471322252802421,0.9666666666666667,0.2528,,,,7.766667899999447,,,False
1.0,1.0,qubo_tabu,0.8533878498128806,,1.0,0.26666666666666666,0.13183491743236397,0.9333333333333333,0.2902666666666667,,,,5.57019930000024,,,False
1.0,1.0,qubo_feasible,0.8452366069610641,,1.0,0.26666666666666666,0.1371727628221475,0.9666666666666667,0.28373333333333334,,,,4.333132100000512,,,False
1.0,4.0,qubo_sa,0.745124677389818,,1.0,0.2666666666666666,0.1457550900910049,1.0,0.19266666666666668,,,,7.453482499999154,,,False
1.0,4.0,qubo_tabu,0.8511922870295169,,1.0,0.26666666666666666,0.13121408274239196,0.95,0.29413333333333336,,,,5.577127200000177,,,False
1.0,4.0,qubo_feasible,0.8170171851174303,,1.0,0.26666666666666666,0.13885071346766714,1.0,0.21266666666666667,,,,4.5560113999999885,,,False
4.0,0.0,qubo_sa,0.6811475860892388,,1.0,0.2666666666666666,0.1436860611059139,0.9666666666666667,0.29533333333333334,,,,7.433086799999728,,,False
4.0,0.0,qubo_tabu,0.7462441590826968,,1.0,0.26666666666666666,0.12096702390463993,1.0,0.2112,,,,5.543297599999278,,,False
4.0,0.0,qubo_feasible,0.7257409202958042,,1.0,0.26666666666666666,0.12152120474284031,1.0,0.24893333333333334,,,,3.9875026999998227,,,False
4.0,1.0,qubo_sa,0.6803107589962987,,1.0,0.2666666666666666,0.14447115990337364,0.9833333333333333,0.2714666666666667,,,,7.393675899998925,,,False
4.0,1.0,qubo_tabu,0.7462441590826968,,1.0,0.26666666666666666,0.12096702390463993,1.0,0.2112,,,,5.5712016000015865,,,False
4.0,1.0,qubo_feasible,0.7411275517864716,,1.0,0.2666666666666666,0.12506909352602125,1.0,0.2652,,,,4.16288490000079,,,False
4.0,4.0,qubo_sa,0.6807462183340882,,1.0,0.2666666666666666,0.14335684580519029,1.0,0.2296,,,,7.374295200001143,,,False
4.0,4.0,qubo_tabu,0.7462441590826968,,1.0,0.26666666666666666,0.12096702390463993,1.0,0.2112,,,,5.572227799999382,,,False
4.0,4.0,qubo_feasible,0.7347904562340597,,1.0,0.26666666666666666,0.12918413917000296,0.9833333333333333,0.2172,,,,4.249397699999463,,,False
16.0,0.0,qubo_sa,0.6609572598356941,,1.0,0.2666666666666666,0.14360969001204463,0.9833333333333333,0.24773333333333333,,,,7.326074200000221,,,False
16.0,0.0,qubo_tabu,0.6612392102688971,,1.0,0.2666666666666666,0.1189066576713326,0.9666666666666667,0.2432,,,,5.540389400001004,,,False
16.0,0.0,qubo_feasible,0.6569336109375158,,1.0,0.2666666666666666,0.11989911050494167,1.0,0.2396,,,,3.9904088000002957,,,False
16.0,1.0,qubo_sa,0.6300480678703412,,1.0,0.2666666666666666,0.14454864774183698,1.0,0.24,,,,7.601614000001064,,,False
16.0,1.0,qubo_tabu,0.6612392102688971,,1.0,0.2666666666666666,0.1189066576713326,0.9666666666666667,0.2432,,,,5.566792100000384,,,False
16.0,1.0,qubo_feasible,0.6669966672416021,,1.0,0.2666666666666666,0.1210087567417918,1.0,0.2292,,,,4.051714999999604,,,False
16.0,4.0,qubo_sa,0.6149533035439054,,1.0,0.2666666666666666,0.14321114246359695,1.0,0.23493333333333333,,,,7.599319499999183,,,False
16.0,4.0,qubo_tabu,0.6612392102688971,,1.0,0.2666666666666666,0.1189066576713326,0.9666666666666667,0.2432,,,,5.641689199999746,,,False
16.0,4.0,qubo_feasible,0.670594725064683,,1.0,0.2666666666666666,0.12314996580444115,1.0,0.23106666666666667,,,,4.606486599999698,,,False
