seed,tau,method,feasible,feasible_eval,n_considered,tune_ndcg,tune_parity,ndcg@k,recall@k,category_coverage,exposure_parity,exposure_parity_equal,intra_list_sim,catalogue_coverage,gini,iif,aif,ibo,seconds,kwh,co2_kg,energy_measured,chosen_mmr_lam,chosen_lam,chosen_mu
0,0.2,greedy_topk,False,False,1,1.0,0.9425000000000001,1.0,0.175,0.6625,0.9450000000000001,0.9450000000000001,0.010957083411003096,0.2792297111416781,0.8236588720770289,0.004135607180780727,0.0003077822262628469,0.3684210526315789,0.0004915999961667694,,,False,,,
0,0.2,mmr,False,False,3,0.8628583790019103,0.7975000000000001,0.8715303888289455,0.1,0.74375,0.885,0.885,0.002955315080564737,0.33700137551581844,0.7662104539202201,0.004220456919432721,0.0002735141526174074,0.21052631578947367,0.13308859999960987,,,False,0.7,,
0,0.2,quota_mmr,False,False,3,0.9139125943789523,0.25,0.9208169190622314,0.15,1.0,0.26,0.26,0.006557339875127438,0.27097661623108665,0.8310660247592847,0.00418800442974909,0.0003084834372909633,0.3157894736842105,0.09495949999836739,,,False,0.3,,
0,0.2,balanced_quota,True,True,3,0.9106607379565247,0.2,0.9120894028496856,0.125,1.0,0.2,0.2,0.006392088152109161,0.27097661623108665,0.8353920220082531,0.004211667703476738,0.0003117233792094753,0.2631578947368421,0.05964249999669846,,,False,0.3,,
0,0.2,qubo_tabu,True,True,9,0.9181062084915551,0.2,0.9211972348288102,0.175,1.0,0.2,0.2,0.008297309542153127,0.265474552957359,0.8384319119669876,0.004152791224797233,0.0003082644448454673,0.3684210526315789,10.961566200006928,,,False,,0.0,4.0
0,0.2,qubo_feasible,True,True,9,0.8196938278297647,0.2,0.8359234275076093,0.125,1.0,0.2,0.2,0.006410305168254941,0.2833562585969739,0.8227922971114168,0.004195385117506999,0.000303232313663399,0.2631578947368421,26.0670758999986,,,False,,0.0,1.0
0,0.22,greedy_topk,False,False,1,1.0,0.9425000000000001,1.0,0.175,0.6625,0.9450000000000001,0.9450000000000001,0.010957083411003096,0.2792297111416781,0.8236588720770289,0.004135607180780727,0.0003077822262628469,0.3684210526315789,0.0004915999961667694,,,False,,,
0,0.22,mmr,False,False,3,0.8628583790019103,0.7975000000000001,0.8715303888289455,0.1,0.74375,0.885,0.885,0.002955315080564737,0.33700137551581844,0.7662104539202201,0.004220456919432721,0.0002735141526174074,0.21052631578947367,0.13308859999960987,,,False,0.7,,
0,0.22,quota_mmr,False,False,3,0.9139125943789523,0.25,0.9208169190622314,0.15,1.0,0.26,0.26,0.006557339875127438,0.27097661623108665,0.8310660247592847,0.00418800442974909,0.0003084834372909633,0.3157894736842105,0.09495949999836739,,,False,0.3,,
0,0.22,balanced_quota,True,True,3,0.9106607379565247,0.2,0.9120894028496856,0.125,1.0,0.2,0.2,0.006392088152109161,0.27097661623108665,0.8353920220082531,0.004211667703476738,0.0003117233792094753,0.2631578947368421,0.05964249999669846,,,False,0.3,,
