seed,tau,method,feasible,feasible_eval,n_considered,tune_ndcg,tune_parity,ndcg@k,recall@k,category_coverage,exposure_parity,exposure_parity_equal,intra_list_sim,catalogue_coverage,gini,iif,aif,ibo,seconds,kwh,co2_kg,energy_measured,chosen_mmr_lam,chosen_lam,chosen_mu
0,0.2,greedy_topk,False,False,1,1.0,0.905,1.0,0.175,0.69375,0.8425,0.8425,0.010957083411003096,0.2792297111416781,0.8236588720770289,0.004135607180780727,0.0003077822262628469,0.3684210526315789,0.0005057999987911899,,,False,,,
0,0.2,mmr,False,False,3,0.8628583790019103,0.6475000000000001,0.8715303888289455,0.1,0.85,0.61,0.61,0.002955315080564737,0.33700137551581844,0.7662104539202201,0.004220456919432721,0.0002735141526174074,0.21052631578947367,0.13476010000158567,,,False,0.7,,
0,0.2,quota_mmr,False,False,3,0.7993003635454187,0.2475,0.8161576334308112,0.075,1.0,0.2425,0.2425,0.0017528548264496991,0.3535075653370014,0.7518569463548831,0.004248627483394207,0.0002689109290782814,0.15789473684210525,0.11359040000024834,,,False,0.7,,
0,0.2,balanced_quota,True,True,3,0.894491099788816,0.2,0.9039642500393661,0.125,1.0,0.2,0.2,0.005294603046361656,0.3493810178817056,0.7580055020632738,0.004201875615443725,0.00027109760449511313,0.2631578947368421,0.047350400000141235,,,False,0.3,,
0,0.2,qubo_tabu,True,True,9,0.9029836403396704,0.2,0.9113620295103255,0.125,1.0,0.2,0.2,0.006522070965423091,0.3356258596973865,0.7706671251719395,0.004204183348043451,0.00027837411430892313,0.2631578947368421,10.651403799998661,,,False,,0.0,1.0
0,0.2,qubo_feasible,True,True,9,0.8361206771464001,0.2,0.8481396886581066,0.15,1.0,0.2,0.2,0.005201554481860616,0.35213204951856947,0.7525653370013755,0.0041601719125551415,0.0002641883149214652,0.3157894736842105,25.04761779999899,,,False,,0.0,1.0
0,0.22,greedy_topk,False,False,1,1.0,0.905,1.0,0.175,0.69375,0.8425,0.8425,0.010957083411003096,0.2792297111416781,0.8236588720770289,0.004135607180780727,0.0003077822262628469,0.3684210526315789,0.0005057999987911899,,,False,,,
0,0.22,mmr,False,False,3,0.8628583790019103,0.6475000000000001,0.8715303888289455,0.1,0.85,0.61,0.61,0.002955315080564737,0.33700137551581844,0.7662104539202201,0.004220456919432721,0.0002735141526174074,0.21052631578947367,0.13476010000158567,,,False,0.7,,
0,0.22,quota_mmr,False,False,3,0.7993003635454187,0.2475,0.8161576334308112,0.075,1.0,0.2425,0.2425,0.0017528548264496991,0.3535075653370014,0.7518569463548831,0.004248627483394207,0.0002689109290782814,0.15789473684210525,0.11359040000024834,,,False,0.7,,
0,0.22,balanced_quota,True,True,3,0.894491099788816,0.2,0.9039642500393661,0.125,1.0,0.2,0.2,0.005294603046361656,0.3493810178817056,0.7580055020632738,0.004201875615443725,0.00027109760449511313,0.2631578947368421,0.047350400000141235,,,False,0.3,,
0,0.22,qubo_tabu,True,True,9,0.9029836403396704,0.2,0.9113620295103255,0.125,1.0,0.2,0.2,0.006522070965423091,0.3356258596973865,0.7706671251719395,0.004204183348043451,0.00027837411430892313,0.2631578947368421,10.651403799998661,,,False,,0.0,1.0
0,0.22,qubo_feasible,True,True,9,0.8361206771464001,0.2,0.8481396886581066,0.15,1.0,0.2,0.2,0.005201554481860616,0.35213204951856947,0.7525653370013755,0.0041601719125551415,0.0002641883149214652,0.3157894736842105,25.04761779999899,,,False,,0.0,1.0
0,0.25,greedy_topk,False,False,1,1.0,0.905,1.0,0.175,0.69375,0.8425,0.8425,0.010957083411003096,0.2792297111416781,0.8236588720770289,0.004135607180780727,0.0003077822262628469,0.3684210526315789,0.0005057999987911899,,,False,,,
0,0.25,mmr,False,False,3,0.8628583790019103,0.6475000000000001,0.8715303888289455,0.1,0.85,0.61,0.61,0.002955315080564737,0.33700137551581844,0.7662104539202201,0.004220456919432721,0.0002735141526174074,0.21052631578947367,0.13476010000158567,,,False,0.7,,
0,0.25,quota_mmr,True,True,3,0.7993003635454187,0.2475,0.8161576334308112,0.075,1.0,0.2425,0.2425,0.0017528548264496991,0.3535075653370014,0.7518569463548831,0.004248627483394207,0.0002689109290782814,0.15789473684210525,0.11359040000024834,,,False,0.7,,
0,0.25,balanced_quota,True,True,3,0.894491099788816,0.2,0.9039642500393661,0.125,1.0,0.2,0.2,0.005294603046361656,0.3493810178817056,0.7580055020632738,0.004201875615443725,0.00027109760449511313,0.2631578947368421,0.047350400000141235,,,False,0.3,,
0,0.25,qubo_tabu,True,True,9,0.9029836403396704,0.2,0.9113620295103255,0.125,1.0,0.2,0.2,0.006522070965423091,0.3356258596973865,0.7706671251719395,0.004204183348043451,0.00027837411430892313,0.2631578947368421,10.651403799998661,,,False,,0.0,1.0
