repeat,seed,method,ndcg@k,recall@k,category_coverage,exposure_parity,intra_list_sim,catalogue_coverage,gini,iif,aif,ibo,seconds,kwh,co2_kg,energy_measured
0,0,greedy_topk,1.0,,0.5333333333333333,1.0773333333333333,0.33363575510810806,0.6,0.6472,,,,0.00031940000008034986,1.9029665818148833e-07,8.384622996802921e-08,True
0,0,mmr,0.9502208398185155,,1.0,0.5333333333333333,0.1951961336406931,1.0,0.3516,,,,0.02389760000005481,1.9775258793126565e-09,8.71313722632191e-10,True
0,0,quota_mmr,0.9072241282536294,,1.0,0.26666666666666666,0.15240434831986766,1.0,0.2872,,,,0.04483719999916502,2.3639943491337636e-09,1.0415948221831293e-09,True
0,0,qubo_sa,0.7448394353150983,,0.9933333333333334,0.296,0.15083468454210575,0.9666666666666667,0.2886666666666667,,,,7.316362600000502,2.343351538176115e-05,1.0324994345327017e-05,True
0,0,qubo_tabu,0.8510409286658707,,1.0,0.26666666666666666,0.1312085252342749,0.9666666666666667,0.2984,,,,5.526929200001177,1.7707121206117142e-05,7.801899260384861e-06,True
0,0,qubo_feasible,0.8585228521739401,,1.0,0.26666666666666666,0.13309169546175278,0.9833333333333333,0.2696,,,,3.929401699999289,1.2586987297023463e-05,5.545927298966914e-06,True
1,1,greedy_topk,1.0,,0.4933333333333333,1.1039999999999999,0.3349944965007678,0.6166666666666667,0.6476,,,,0.00028029999884893186,1.9912857320800175e-09,8.773764238403123e-10,True
1,1,mmr,0.9473864016121096,,1.0,0.5333333333333334,0.18685033944277415,0.9666666666666667,0.3924,,,,0.029968899998493725,2.082370058762901e-09,9.175089068514043e-10,True
1,1,quota_mmr,0.9080871008008796,,1.0,0.26666666666666666,0.14768862517683157,0.9666666666666667,0.2696,,,,0.024297300000398536,2.136726714433701e-09,9.41458884193204e-10,True
1,1,qubo_sa,0.7405468090250403,,1.0,0.30400000000000005,0.14968594944335786,0.95,0.29533333333333334,,,,7.31275099999948,2.3424639916984448e-05,1.0321083744542684e-05,True
1,1,qubo_tabu,0.8728600068318138,,1.0,0.26666666666666666,0.13317554918931548,0.9666666666666667,0.25533333333333336,,,,5.5302560000000085,1.7723421222810287e-05,7.809081178139995e-06,True
1,1,qubo_feasible,0.8716189021704557,,1.0,0.26666666666666666,0.13322432736112966,0.95,0.24906666666666666,,,,3.8002642999999807,1.2174613979074519e-05,5.364232316092066e-06,True
2,2,greedy_topk,1.0,,0.52,1.0666666666666667,0.3208202255979265,0.5833333333333334,0.6364,,,,0.00026310000066587236,1.956077124969383e-09,8.6186322987851e-10,True
2,2,mmr,0.9520154439453143,,1.0,0.5226666666666667,0.18646521801773794,0.9166666666666666,0.3904,,,,0.02371310000125959,1.9837297136027317e-09,8.740471816510724e-10,True
2,2,quota_mmr,0.9143819326200348,,1.0,0.26666666666666666,0.1508440162132405,0.9666666666666667,0.2944,,,,0.024224600001616636,1.912013500634138e-09,8.424484444874062e-10,True
2,2,qubo_sa,0.7223889025058451,,1.0,0.2826666666666667,0.1490242248704463,1.0,0.2376,,,,7.265530099999523,2.3288517034693926e-05,1.0261106913622421e-05,True
2,2,qubo_tabu,0.8630839426553011,,1.0,0.26666666666666666,0.1306697750123058,0.9833333333333333,0.2752,,,,5.529383199998847,1.7710563230934194e-05,7.803415844055454e-06,True
2,2,qubo_feasible,0.8663925159447763,,1.0,0.26666666666666666,0.1312521481010203,0.9666666666666667,0.2865333333333333,,,,3.8486445999988064,1.2328030751146952e-05,5.431828973201356e-06,True
3,3,greedy_topk,1.0,,0.5133333333333333,1.0693333333333332,0.3297828654009056,0.5833333333333334,0.6390666666666667,,,,0.0002750000003288733,2.119445089522373e-09,9.338444620042737e-10,True
3,3,mmr,0.950918147520979,,1.0,0.5386666666666667,0.1905885002095916,0.95,0.39293333333333336,,,,0.024253500001577777,1.9625900252341694e-09,8.647328658383769e-10,True
3,3,quota_mmr,0.9108600372100679,,1.0,0.26666666666666666,0.15055900952654666,0.9833333333333333,0.2906666666666667,,,,0.024297399999340996,1.8646035438269424e-09,8.215592382385014e-10,True
3,3,qubo_sa,0.7453283340237976,,0.9933333333333333,0.30133333333333334,0.15128973508812404,0.9833333333333333,0.2518666666666667,,,,7.28933600000164,2.3358487365430333e-05,1.0291936401107528e-05,True
3,3,qubo_tabu,0.8676802839848533,,1.0,0.26666666666666666,0.13144472172434177,0.9666666666666667,0.3032,,,,5.531737700001031,1.7726092725947152e-05,7.810258263794123e-06,True
3,3,qubo_feasible,0.8680639131729343,,1.0,0.26666666666666666,0.13162345182081045,0.9666666666666667,0.28373333333333334,,,,3.8922457999997278,1.2466922550995707e-05,5.493025811349117e-06,True
4,4,greedy_topk,1.0,,0.5199999999999999,1.0666666666666667,0.32524898967688,0.6166666666666667,0.6414666666666666,,,,0.0002659999991010409,2.0143658172663773e-09,8.87545694014104e-10,True
4,4,mmr,0.9489738851573131,,1.0,0.5226666666666667,0.18878768780149321,0.95,0.3794666666666667,,,,0.02353160000166099,1.9172740191066934e-09,8.44766271010562e-10,True
4,4,quota_mmr,0.9143559867231476,,1.0,0.26666666666666666,0.15212493178022124,0.9833333333333333,0.2964,,,,0.027145999998538173,1.9561605471518436e-09,8.618999863594795e-10,True
4,4,qubo_sa,0.7488595820546468,,0.9933333333333334,0.33866666666666667,0.15294778064682166,1.0,0.2696,,,,7.260275000000547,2.3255224677730326e-05,1.0246438034805403e-05,True
4,4,qubo_tabu,0.8714695924234573,,1.0,0.26666666666666666,0.1318337921096504,0.9833333333333333,0.3061333333333333,,,,5.5261944999983825,1.7697381012812822e-05,7.797607653293433e-06,True
4,4,qubo_feasible,0.8683887256207676,,1.0,0.26666666666666666,0.13183722992748825,0.9833333333333333,0.3124,,,,3.8921602999998868,1.2469510660590534e-05,5.494166153141474e-06,True
