seed,tau,method,feasible,feasible_eval,n_considered,tune_ndcg,tune_parity,ndcg@k,recall@k,category_coverage,exposure_parity,exposure_parity_equal,intra_list_sim,catalogue_coverage,gini,iif,aif,ibo,seconds,kwh,co2_kg,energy_measured,chosen_mmr_lam,chosen_lam,chosen_mu
0,0.2,greedy_topk,False,False,1,1.0,1.0158333333333331,1.0,0.3,0.6270833333333334,0.9858333333333335,0.9858333333333335,0.042076572352014494,0.1282051282051282,0.9305091575091575,0.0020553101981154493,0.00024972899932453675,0.5,0.0006032999990566168,,,False,,,
0,0.2,mmr,False,False,3,0.8364588886794142,0.6991666666666667,0.8169492385670779,0.175,0.76875,0.6891666666666667,0.6891666666666667,0.0066287849184285125,0.189010989010989,0.8677619047619047,0.002139745187126438,0.0001452386052894218,0.2222222222222222,0.177369599998201,,,False,0.7,,
0,0.2,quota_mmr,False,False,3,0.8282572383328987,0.26416666666666666,0.8555213443609759,0.25,1.0,0.29416666666666663,0.29416666666666663,0.007553910029525157,0.18681318681318682,0.8712857142857143,0.002093521827126438,0.00015286283551440145,0.3888888888888889,0.1283030000013241,,,False,0.5,,
0,0.2,balanced_quota,False,False,3,0.8569127254727078,0.20083333333333334,0.8953810217247211,0.2,1.0,0.21083333333333334,0.21083333333333334,0.01050093769840998,0.17655677655677657,0.8831172161172162,0.0021104411578224094,0.0001747970373318761,0.2777777777777778,0.06301280000116094,,,False,0.3,,
0,0.2,qubo_tabu,False,False,9,0.8708049016417689,0.20083333333333334,0.9031141446192364,0.275,1.0,0.21083333333333334,0.21083333333333334,0.01365894511715963,0.16996336996336997,0.8908901098901099,0.0020688495036099547,0.00019786187398993638,0.4444444444444444,11.653361799999402,,,False,,0.0,1.0
0,0.2,qubo_feasible,False,False,9,0.811582174996224,0.20083333333333334,0.855876077548858,0.225,1.0,0.21083333333333334,0.21083333333333334,0.012498191684987054,0.18461538461538463,0.8744175824175824,0.002098438227419479,0.00018852197095869502,0.3333333333333333,31.819911200000206,,,False,,0.0,1.0
0,0.22,greedy_topk,False,False,1,1.0,1.0158333333333331,1.0,0.3,0.6270833333333334,0.9858333333333335,0.9858333333333335,0.042076572352014494,0.1282051282051282,0.9305091575091575,0.0020553101981154493,0.00024972899932453675,0.5,0.0006032999990566168,,,False,,,
0,0.22,mmr,False,False,3,0.8364588886794142,0.6991666666666667,0.8169492385670779,0.175,0.76875,0.6891666666666667,0.6891666666666667,0.0066287849184285125,0.189010989010989,0.8677619047619047,0.002139745187126438,0.0001452386052894218,0.2222222222222222,0.177369599998201,,,False,0.7,,
0,0.22,quota_mmr,False,False,3,0.8282572383328987,0.26416666666666666,0.8555213443609759,0.25,1.0,0.29416666666666663,0.29416666666666663,0.007553910029525157,0.18681318681318682,0.8712857142857143,0.002093521827126438,0.00015286283551440145,0.3888888888888889,0.1283030000013241,,,False,0.5,,
0,0.22,balanced_quota,True,True,3,0.8569127254727078,0.20083333333333334,0.8953810217247211,0.2,1.0,0.21083333333333334,0.21083333333333334,0.01050093769840998,0.17655677655677657,0.8831172161172162,0.0021104411578224094,0.0001747970373318761,0.2777777777777778,0.06301280000116094,,,False,0.3,,
0,0.22,qubo_tabu,True,True,9,0.8708049016417689,0.20083333333333334,0.9031141446192364,0.275,1.0,0.21083333333333334,0.21083333333333334,0.01365894511715963,0.16996336996336997,0.8908901098901099,0.0020688495036099547,0.00019786187398993638,0.4444444444444444,11.653361799999402,,,False,,0.0,1.0
0,0.22,qubo_feasible,True,True,9,0.811582174996224,0.20083333333333334,0.855876077548858,0.225,1.0,0.21083333333333334,0.21083333333333334,0.012498191684987054,0.18461538461538463,0.8744175824175824,0.002098438227419479,0.00018852197095869502,0.3333333333333333,31.819911200000206,,,False,,0.0,1.0
0,0.25,greedy_topk,False,False,1,1.0,1.0158333333333331,1.0,0.3,0.6270833333333334,0.9858333333333335,0.9858333333333335,0.042076572352014494,0.1282051282051282,0.9305091575091575,0.0020553101981154493,0.00024972899932453675,0.5,0.0006032999990566168,,,False,,,
0,0.25,mmr,False,False,3,0.8364588886794142,0.6991666666666667,0.8169492385670779,0.175,0.76875,0.6891666666666667,0.6891666666666667,0.0066287849184285125,0.189010989010989,0.8677619047619047,0.002139745187126438,0.0001452386052894218,0.2222222222222222,0.177369599998201,,,False,0.7,,
0,0.25,quota_mmr,False,False,3,0.8282572383328987,0.26416666666666666,0.8555213443609759,0.25,1.0,0.29416666666666663,0.29416666666666663,0.007553910029525157,0.18681318681318682,0.8712857142857143,0.002093521827126438,0.00015286283551440145,0.3888888888888889,0.1283030000013241,,,False,0.5,,
0,0.25,balanced_quota,True,True,3,0.8569127254727078,0.20083333333333334,0.8953810217247211,0.2,1.0,0.21083333333333334,0.21083333333333334,0.01050093769840998,0.17655677655677657,0.8831172161172162,0.0021104411578224094,0.0001747970373318761,0.2777777777777778,0.06301280000116094,,,False,0.3,,
0,0.25,qubo_tabu,True,True,9,0.8708049016417689,0.20083333333333334,0.9031141446192364,0.275,1.0,0.21083333333333334,0.21083333333333334,0.01365894511715963,0.16996336996336997,0.8908901098901099,0.0020688495036099547,0.00019786187398993638,0.4444444444444444,11.653361799999402,,,False,,0.0,1.0
0,0.25,qubo_feasible,True,True,9,0.811582174996224,0.20083333333333334,0.855876077548858,0.225,1.0,0.21083333333333334,0.21083333333333334,0.012498191684987054,0.18461538461538463,0.8744175824175824,0.002098438227419479,0.00018852197095869502,0.3333333333333333,31.819911200000206,,,False,,0.0,1.0
0,0.3,greedy_topk,False,False,1,1.0,1.0158333333333331,1.0,0.3,0.6270833333333334,0.9858333333333335,0.9858333333333335,0.042076572352014494,0.1282051282051282,0.9305091575091575,0.0020553101981154493,0.00024972899932453675,0.5,0.0006032999990566168,,,False,,,
