seed,tau,method,feasible,feasible_eval,n_considered,tune_ndcg,tune_parity,ndcg@k,recall@k,category_coverage,exposure_parity,exposure_parity_equal,intra_list_sim,catalogue_coverage,gini,iif,aif,ibo,seconds,kwh,co2_kg,energy_measured,chosen_mmr_lam,chosen_lam,chosen_mu
0,0.2,greedy_topk,False,False,1,1.0,1.1575,1.0,0.125,0.63125,1.0975,1.0975,0.4476616442547721,0.07561156412157154,0.9589473684210527,0.002339499021814372,0.00029477095204254194,0.21739130434782608,0.0006734000016876962,,,False,,,
0,0.2,mmr,False,False,3,0.4570910417995641,0.7775000000000001,0.4390470018666199,0.1,0.79375,0.8600000000000001,0.8600000000000001,0.1421348160404557,0.11934766493699037,0.9347961452928095,0.0023500863012806436,0.00018228310012986747,0.17391304347826086,0.13505119999899762,,,False,0.7,,
0,0.2,quota_mmr,False,False,3,0.9212675603543332,0.24499999999999997,0.919587530446465,0.125,1.0,0.24000000000000005,0.24000000000000005,0.39207605894069186,0.07190511489992588,0.9605670867309117,0.0023423896015030304,0.00025795379534920295,0.21739130434782608,0.08671459999823128,,,False,0.3,,
0,0.2,balanced_quota,True,True,3,0.9120022693332703,0.2,0.9113551879753059,0.125,1.0,0.2,0.2,0.38877818511700035,0.072646404744255,0.960533728687917,0.002340835004023416,0.00025926102353121555,0.21739130434782608,0.061862799997470574,,,False,0.3,,
0,0.2,qubo_tabu,True,True,9,0.9174159725552503,0.2,0.9132759896382151,0.125,1.0,0.2,0.2,0.3964076883827038,0.07190511489992588,0.961716085989622,0.002342389601503031,0.0002684524008663189,0.21739130434782608,10.864253499999904,,,False,,0.0,4.0
0,0.2,qubo_feasible,True,True,9,0.8261867265749231,0.2,0.8240835413374716,0.05,1.0,0.2,0.2,0.35269298365897045,0.10007412898443291,0.9465863602668644,0.0023949237808951734,0.0002468520537713996,0.08695652173913043,24.828602599998703,,,False,,0.0,1.0
0,0.22,greedy_topk,False,False,1,1.0,1.1575,1.0,0.125,0.63125,1.0975,1.0975,0.4476616442547721,0.07561156412157154,0.9589473684210527,0.002339499021814372,0.00029477095204254194,0.21739130434782608,0.0006734000016876962,,,False,,,
0,0.22,mmr,False,False,3,0.4570910417995641,0.7775000000000001,0.4390470018666199,0.1,0.79375,0.8600000000000001,0.8600000000000001,0.1421348160404557,0.11934766493699037,0.9347961452928095,0.0023500863012806436,0.00018228310012986747,0.17391304347826086,0.13505119999899762,,,False,0.7,,
0,0.22,quota_mmr,False,False,3,0.9212675603543332,0.24499999999999997,0.919587530446465,0.125,1.0,0.24000000000000005,0.24000000000000005,0.39207605894069186,0.07190511489992588,0.9605670867309117,0.0023423896015030304,0.00025795379534920295,0.21739130434782608,0.08671459999823128,,,False,0.3,,
0,0.22,balanced_quota,True,True,3,0.9120022693332703,0.2,0.9113551879753059,0.125,1.0,0.2,0.2,0.38877818511700035,0.072646404744255,0.960533728687917,0.002340835004023416,0.00025926102353121555,0.21739130434782608,0.061862799997470574,,,False,0.3,,
0,0.22,qubo_tabu,True,True,9,0.9174159725552503,0.2,0.9132759896382151,0.125,1.0,0.2,0.2,0.3964076883827038,0.07190511489992588,0.961716085989622,0.002342389601503031,0.0002684524008663189,0.21739130434782608,10.864253499999904,,,False,,0.0,4.0
