seed,tau,method,feasible,n_considered,tune_ndcg,tune_parity,ndcg@k,recall@k,category_coverage,exposure_parity,intra_list_sim,catalogue_coverage,gini,iif,aif,ibo,seconds,kwh,co2_kg,energy_measured,chosen_mmr_lam,chosen_lam,chosen_mu
0,0.2,greedy_topk,False,1,1.0,0.7875,1.0,0.2,0.75625,0.6799999999999999,0.2551645258103025,0.19853479853479852,0.8569010989010989,0.002064208776870028,0.00011440613463078538,0.35714285714285715,0.0005768999999418156,,,False,,,
0,0.2,mmr,False,3,0.9885849387314177,0.7775000000000001,0.9815457713747247,0.175,0.76875,0.7025,0.20724770830789824,0.19853479853479852,0.8564908424908425,0.0020738111211923726,0.00011346488438719561,0.2857142857142857,0.17198959999996077,,,False,0.3,,
0,0.2,quota_mmr,False,3,0.721059552508215,0.265,0.6883857619895105,0.15,1.0,0.2625,0.04827715720076811,0.2,0.85292673992674,0.0021031151504964014,0.0001027663266926072,0.21428571428571427,0.1335812999996051,,,False,0.7,,
0,0.2,qubo_tabu,True,9,0.9373571940024238,0.2,0.9523331822079413,0.225,1.0,0.2,0.24370681964863034,0.20586080586080585,0.8478534798534798,0.002052205846467097,0.00011020995933698573,0.42857142857142855,10.983228499999768,,,False,,0.0,1.0
0,0.2,qubo_feasible,True,9,0.8745140138310635,0.2,0.8895879602415008,0.25,1.0,0.2,0.21665906218069092,0.2087912087912088,0.844,0.0020402029160641673,0.00010882423723492664,0.5,25.802705199999764,,,False,,0.0,1.0
0,0.22,greedy_topk,False,1,1.0,0.7875,1.0,0.2,0.75625,0.6799999999999999,0.2551645258103025,0.19853479853479852,0.8569010989010989,0.002064208776870028,0.00011440613463078538,0.35714285714285715,0.0005768999999418156,,,False,,,
0,0.22,mmr,False,3,0.9885849387314177,0.7775000000000001,0.9815457713747247,0.175,0.76875,0.7025,0.20724770830789824,0.19853479853479852,0.8564908424908425,0.0020738111211923726,0.00011346488438719561,0.2857142857142857,0.17198959999996077,,,False,0.3,,
0,0.22,quota_mmr,False,3,0.721059552508215,0.265,0.6883857619895105,0.15,1.0,0.2625,0.04827715720076811,0.2,0.85292673992674,0.0021031151504964014,0.0001027663266926072,0.21428571428571427,0.1335812999996051,,,False,0.7,,
0,0.22,qubo_tabu,True,9,0.9373571940024238,0.2,0.9523331822079413,0.225,1.0,0.2,0.24370681964863034,0.20586080586080585,0.8478534798534798,0.002052205846467097,0.00011020995933698573,0.42857142857142855,10.983228499999768,,,False,,0.0,1.0
0,0.22,qubo_feasible,True,9,0.8745140138310635,0.2,0.8895879602415008,0.25,1.0,0.2,0.21665906218069092,0.2087912087912088,0.844,0.0020402029160641673,0.00010882423723492664,0.5,25.802705199999764,,,False,,0.0,1.0
0,0.25,greedy_topk,False,1,1.0,0.7875,1.0,0.2,0.75625,0.6799999999999999,0.2551645258103025,0.19853479853479852,0.8569010989010989,0.002064208776870028,0.00011440613463078538,0.35714285714285715,0.0005768999999418156,,,False,,,
0,0.25,mmr,False,3,0.9885849387314177,0.7775000000000001,0.9815457713747247,0.175,0.76875,0.7025,0.20724770830789824,0.19853479853479852,0.8564908424908425,0.0020738111211923726,0.00011346488438719561,0.2857142857142857,0.17198959999996077,,,False,0.3,,
0,0.25,quota_mmr,False,3,0.721059552508215,0.265,0.6883857619895105,0.15,1.0,0.2625,0.04827715720076811,0.2,0.85292673992674,0.0021031151504964014,0.0001027663266926072,0.21428571428571427,0.1335812999996051,,,False,0.7,,
0,0.25,qubo_tabu,True,9,0.9373571940024238,0.2,0.9523331822079413,0.225,1.0,0.2,0.24370681964863034,0.20586080586080585,0.8478534798534798,0.002052205846467097,0.00011020995933698573,0.42857142857142855,10.983228499999768,,,False,,0.0,1.0
0,0.25,qubo_feasible,True,9,0.8745140138310635,0.2,0.8895879602415008,0.25,1.0,0.2,0.21665906218069092,0.2087912087912088,0.844,0.0020402029160641673,0.00010882423723492664,0.5,25.802705199999764,,,False,,0.0,1.0
0,0.3,greedy_topk,False,1,1.0,0.7875,1.0,0.2,0.75625,0.6799999999999999,0.2551645258103025,0.19853479853479852,0.8569010989010989,0.002064208776870028,0.00011440613463078538,0.35714285714285715,0.0005768999999418156,,,False,,,
0,0.3,mmr,False,3,0.9885849387314177,0.7775000000000001,0.9815457713747247,0.175,0.76875,0.7025,0.20724770830789824,0.19853479853479852,0.8564908424908425,0.0020738111211923726,0.00011346488438719561,0.2857142857142857,0.17198959999996077,,,False,0.3,,
0,0.3,quota_mmr,True,3,0.9372359186287117,0.27749999999999997,0.9430705003419293,0.2,1.0,0.2525,0.20205552308404212,0.20805860805860807,0.8451135531135531,0.0020618081907894416,0.00010913337469818813,0.35714285714285715,0.11589820000017426,,,False,0.3,,
0,0.3,qubo_tabu,True,9,0.9373571940024238,0.2,0.9523331822079413,0.225,1.0,0.2,0.24370681964863034,0.20586080586080585,0.8478534798534798,0.002052205846467097,0.00011020995933698573,0.42857142857142855,10.983228499999768,,,False,,0.0,1.0
0,0.3,qubo_feasible,True,9,0.8745140138310635,0.2,0.8895879602415008,0.25,1.0,0.2,0.21665906218069092,0.2087912087912088,0.844,0.0020402029160641673,0.00010882423723492664,0.5,25.802705199999764,,,False,,0.0,1.0
0,0.4,greedy_topk,False,1,1.0,0.7875,1.0,0.2,0.75625,0.6799999999999999,0.2551645258103025,0.19853479853479852,0.8569010989010989,0.002064208776870028,0.00011440613463078538,0.35714285714285715,0.0005768999999418156,,,False,,,
0,0.4,mmr,False,3,0.9885849387314177,0.7775000000000001,0.9815457713747247,0.175,0.76875,0.7025,0.20724770830789824,0.19853479853479852,0.8564908424908425,0.0020738111211923726,0.00011346488438719561,0.2857142857142857,0.17198959999996077,,,False,0.3,,
0,0.4,quota_mmr,True,3,0.9372359186287117,0.27749999999999997,0.9430705003419293,0.2,1.0,0.2525,0.20205552308404212,0.20805860805860807,0.8451135531135531,0.0020618081907894416,0.00010913337469818813,0.35714285714285715,0.11589820000017426,,,False,0.3,,
0,0.4,qubo_tabu,True,9,0.9373571940024238,0.2,0.9523331822079413,0.225,1.0,0.2,0.24370681964863034,0.20586080586080585,0.8478534798534798,0.002052205846467097,0.00011020995933698573,0.42857142857142855,10.983228499999768,,,False,,0.0,1.0
0,0.4,qubo_feasible,True,9,0.8745140138310635,0.2,0.8895879602415008,0.25,1.0,0.2,0.21665906218069092,0.2087912087912088,0.844,0.0020402029160641673,0.00010882423723492664,0.5,25.802705199999764,,,False,,0.0,1.0
0,1.0,greedy_topk,True,1,1.0,0.7875,1.0,0.2,0.75625,0.6799999999999999,0.2551645258103025,0.19853479853479852,0.8569010989010989,0.002064208776870028,0.00011440613463078538,0.35714285714285715,0.0005768999999418156,,,False,,,
0,1.0,mmr,True,3,0.9885849387314177,0.7775000000000001,0.9815457713747247,0.175,0.76875,0.7025,0.20724770830789824,0.19853479853479852,0.8564908424908425,0.0020738111211923726,0.00011346488438719561,0.2857142857142857,0.17198959999996077,,,False,0.3,,
